ID_MUNICIPIO,PARTIDO,TX_APROVACAO_5ANO,TX_REPROVACAO_5ANO,TX_ABANDONO_5ANO,TX_APROVACAO_9ANO,TX_REPROVACAO_9ANO,TX_ABANDONO_9ANO
3554300,PSD,1.0,0.0,0.0,0.975,0.025,0.0
3554409,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3554508,PSDB,0.997,0.0,0.003,0.993,0.002,0.005
3554805,PSDB,0.96,0.04,0.0,0.969,0.024,0.007
3554953,DEM,1.0,0.0,0.0,0.989,0.011,0.0
3555109,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3555356,DEM,0.962,0.038,0.0,0.984,0.016,0.0
3555406,PL,0.992,0.007,0.001,0.988,0.012,0.0
3556008,DEM,1.0,0.0,0.0,1.0,0.0,0.0
3556206,PSD,0.966,0.034,0.0,0.976,0.021,0.003
3556701,PTB,0.973,0.027,0.0,0.962,0.038,0.0
3556800,PTB,1.0,0.0,0.0,1.0,0.0,0.0
3557105,PSDB,0.991,0.009,0.0,1.0,0.0,0.0
3557204,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
3557303,MDB,0.967,0.033,0.0,0.965,0.0,0.035
4106902,DEM,1.0,0.0,0.0,0.994,0.0,0.006
4108403,PSDB,0.99,0.01,0.0,1.0,0.0,0.0
4109401,CIDADANIA,0.991,0.009,0.0,1.0,0.0,0.0
4116208,PSD,0.938,0.053,0.009,0.867,0.1,0.033
4200101,MDB,0.934,0.062,0.004,0.968,0.027,0.005
4200200,PP,0.975,0.025,0.0,0.906,0.063,0.031
4200408,PL,0.977,0.023,0.0,0.889,0.111,0.0
4200705,PSDB,0.938,0.062,0.0,0.9,0.1,0.0
4200804,PT,1.0,0.0,0.0,1.0,0.0,0.0
4201257,PL,0.984,0.016,0.0,0.99,0.01,0.0
4201406,MDB,0.981,0.009,0.01,0.966,0.034,0.0
4201505,PSD,0.946,0.054,0.0,1.0,0.0,0.0
4201901,MDB,0.978,0.022,0.0,1.0,0.0,0.0
4201950,PSL,0.953,0.047,0.0,1.0,0.0,0.0
4202008,PODE,0.963,0.034,0.003,0.973,0.019,0.008
4202073,PSDB,0.808,0.192,0.0,0.893,0.107,0.0
4202081,PT,1.0,0.0,0.0,0.953,0.047,0.0
4202099,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4202107,PL,0.982,0.018,0.0,0.955,0.045,0.0
4202131,PSL,0.975,0.025,0.0,1.0,0.0,0.0
4202305,MDB,0.919,0.081,0.0,0.942,0.058,0.0
4202438,PSDB,0.921,0.079,0.0,0.917,0.083,0.0
4202453,DEM,0.987,0.011,0.002,0.988,0.012,0.0
4202503,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4202800,PSD,0.921,0.079,0.0,0.988,0.012,0.0
4202859,MDB,0.98,0.02,0.0,1.0,0.0,0.0
4202909,MDB,0.99,0.01,0.0,0.977,0.018,0.005
4203006,PSDB,0.967,0.031,0.002,0.93,0.063,0.007
4203154,PP,0.916,0.084,0.0,1.0,0.0,0.0
4203204,MDB,0.952,0.046,0.002,0.96,0.031,0.009
4203253,PP,0.905,0.095,0.0,1.0,0.0,0.0
4203303,MDB,0.978,0.022,0.0,0.992,0.008,0.0
4203402,PP,1.0,0.0,0.0,0.926,0.037,0.037
4203600,PSD,0.984,0.016,0.0,0.979,0.0,0.021
4203808,PSD,0.987,0.013,0.0,0.983,0.011,0.006
4203907,MDB,1.0,0.0,0.0,0.991,0.0,0.009
4203956,PSL,0.962,0.038,0.0,0.966,0.034,0.0
4204152,PL,1.0,0.0,0.0,1.0,0.0,0.0
4204202,PSD,0.974,0.024,0.002,0.963,0.031,0.006
4204251,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4204301,PSDB,0.969,0.031,0.0,0.958,0.042,0.0
4204350,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4204509,MDB,0.985,0.015,0.0,0.953,0.047,0.0
4204558,PSD,0.957,0.043,0.0,0.962,0.038,0.0
4204608,PSDB,0.996,0.004,0.0,0.997,0.002,0.001
4204707,PSDB,0.9,0.1,0.0,1.0,0.0,0.0
4204806,MDB,1.0,0.0,0.0,0.971,0.029,0.0
4204905,PT,1.0,0.0,0.0,1.0,0.0,0.0
4205308,MDB,0.98,0.02,0.0,0.966,0.022,0.012
4205407,DEM,0.989,0.006,0.005,0.961,0.023,0.016
4205506,DEM,0.998,0.002,0.0,0.997,0.003,0.0
4205803,MDB,0.949,0.051,0.0,0.739,0.242,0.019
4205902,MDB,1.0,0.0,0.0,0.998,0.002,0.0
4206009,PSD,0.893,0.107,0.0,0.983,0.012,0.005
4206207,PP,1.0,0.0,0.0,1.0,0.0,0.0
4206306,PP,0.988,0.012,0.0,0.909,0.083,0.008
4206405,PSL,1.0,0.0,0.0,0.987,0.013,0.0
4206504,PP,0.998,0.002,0.0,0.96,0.04,0.0
4206603,PT,0.936,0.064,0.0,0.909,0.073,0.018
4206702,PP,0.947,0.053,0.0,0.944,0.056,0.0
4206900,MDB,0.968,0.032,0.0,0.981,0.019,0.0
4207007,PP,0.993,0.007,0.0,0.995,0.005,0.0
4207106,MDB,0.989,0.011,0.0,0.994,0.006,0.0
4207205,PSL,0.898,0.102,0.0,0.983,0.0,0.017
4207304,PSB,0.973,0.027,0.0,0.966,0.034,0.0
4207502,PSDB,0.965,0.035,0.0,0.96,0.038,0.002
4207577,PP,1.0,0.0,0.0,0.917,0.083,0.0
4207601,PL,0.985,0.015,0.0,0.98,0.02,0.0
4207650,PSD,0.959,0.041,0.0,0.979,0.021,0.0
4207684,PT,1.0,0.0,0.0,1.0,0.0,0.0
4207700,PL,0.946,0.054,0.0,0.935,0.032,0.033
4207809,PP,0.895,0.105,0.0,0.943,0.038,0.019
4207908,PSDB,0.992,0.008,0.0,0.979,0.021,0.0
4208005,PL,0.917,0.083,0.0,1.0,0.0,0.0
4208104,PSD,0.942,0.058,0.0,0.971,0.029,0.0
4208203,MDB,0.978,0.019,0.003,0.988,0.007,0.005
4208302,PSD,0.973,0.023,0.004,0.986,0.01,0.004
4208401,PP,1.0,0.0,0.0,0.951,0.024,0.025
4208450,PL,0.969,0.031,0.0,0.955,0.045,0.0
4208500,PP,0.99,0.01,0.0,1.0,0.0,0.0
4208708,MDB,1.0,0.0,0.0,0.963,0.037,0.0
4208807,PSC,0.883,0.117,0.0,0.934,0.066,0.0
4208906,MDB,0.996,0.004,0.0,0.994,0.006,0.0
4209003,PSDB,0.874,0.126,0.0,0.934,0.066,0.0
4209151,PP,0.988,0.012,0.0,0.977,0.023,0.0
4209300,PSD,0.979,0.018,0.003,0.967,0.022,0.011
4209409,PSL,0.919,0.07,0.011,1.0,0.0,0.0
4209607,MDB,0.948,0.052,0.0,1.0,0.0,0.0
4209706,PDT,0.983,0.017,0.0,0.938,0.062,0.0
4209805,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4210001,PSDB,0.99,0.01,0.0,1.0,0.0,0.0
4210035,PL,1.0,0.0,0.0,0.983,0.017,0.0
4210050,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4210100,PODE,0.989,0.011,0.0,0.982,0.018,0.0
4210308,PATRIOTA,0.981,0.019,0.0,1.0,0.0,0.0
4210407,PSD,0.949,0.051,0.0,0.963,0.037,0.0
4210506,MDB,0.971,0.029,0.0,0.968,0.032,0.0
4210605,MDB,1.0,0.0,0.0,0.99,0.01,0.0
4210803,PL,0.965,0.035,0.0,0.98,0.02,0.0
4210852,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4211009,PP,0.947,0.053,0.0,0.986,0.014,0.0
4211058,PSDB,0.976,0.016,0.008,0.987,0.0,0.013
4211108,PSDB,1.0,0.0,0.0,0.962,0.038,0.0
4211207,PP,0.988,0.012,0.0,0.993,0.007,0.0
4211256,PP,1.0,0.0,0.0,1.0,0.0,0.0
4211306,DEM,0.956,0.041,0.003,0.93,0.054,0.016
4211504,MDB,0.955,0.045,0.0,0.932,0.068,0.0
4211603,PSDB,0.981,0.019,0.0,1.0,0.0,0.0
4211702,MDB,0.956,0.044,0.0,0.875,0.104,0.021
4211751,MDB,1.0,0.0,0.0,0.98,0.02,0.0
4211892,PL,0.889,0.111,0.0,1.0,0.0,0.0
4211900,PSD,0.918,0.07,0.012,0.938,0.046,0.016
4212106,MDB,0.976,0.012,0.012,0.9,0.04,0.06
4212239,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4212254,PP,0.867,0.133,0.0,0.886,0.091,0.023
4212270,MDB,0.889,0.111,0.0,0.864,0.136,0.0
4212304,PP,0.955,0.045,0.0,1.0,0.0,0.0
4212502,MDB,0.98,0.02,0.0,0.961,0.039,0.0
4212650,MDB,0.988,0.012,0.0,0.931,0.069,0.0
4212809,MDB,0.959,0.041,0.0,0.95,0.044,0.006
4212908,PSDB,0.959,0.041,0.0,0.916,0.072,0.012
4213104,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4213203,DEM,0.984,0.016,0.0,0.987,0.013,0.0
4213302,REPUBLICANOS,0.871,0.129,0.0,0.957,0.043,0.0
4213401,MDB,1.0,0.0,0.0,0.745,0.255,0.0
4213500,MDB,0.963,0.037,0.0,0.976,0.024,0.0
4213609,PSDB,0.992,0.008,0.0,0.984,0.016,0.0
4213708,PL,0.952,0.048,0.0,0.975,0.025,0.0
4213807,PP,1.0,0.0,0.0,0.917,0.083,0.0
4214003,MDB,1.0,0.0,0.0,0.951,0.037,0.012
4214201,PSL,1.0,0.0,0.0,1.0,0.0,0.0
4214409,MDB,0.959,0.041,0.0,0.982,0.0,0.018
4214508,PSD,0.971,0.029,0.0,1.0,0.0,0.0
4214607,PP,1.0,0.0,0.0,0.923,0.077,0.0
4214706,PSDB,0.979,0.021,0.0,1.0,0.0,0.0
4214805,PSD,0.973,0.027,0.0,0.954,0.041,0.005
4215000,PL,0.987,0.013,0.0,0.981,0.019,0.0
4215109,PSD,0.973,0.027,0.0,0.934,0.066,0.0
4215307,PL,0.965,0.035,0.0,0.98,0.02,0.0
4215406,PP,0.983,0.017,0.0,1.0,0.0,0.0
4215604,PT,0.952,0.0,0.048,1.0,0.0,0.0
4215653,PSDB,0.98,0.02,0.0,0.962,0.038,0.0
4215679,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4215703,MDB,0.95,0.05,0.0,0.897,0.103,0.0
4215802,PSDB,0.997,0.003,0.0,0.994,0.004,0.002
4216008,PP,0.976,0.0,0.024,1.0,0.0,0.0
4216206,MDB,0.941,0.053,0.006,0.952,0.035,0.013
4216305,MDB,0.964,0.033,0.003,0.875,0.091,0.034
4216404,MDB,0.976,0.024,0.0,0.979,0.021,0.0
4216503,PSL,0.972,0.023,0.005,0.98,0.013,0.007
4216602,PSD,0.979,0.016,0.005,0.949,0.041,0.01
4216701,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4216909,MDB,0.975,0.022,0.003,0.949,0.051,0.0
4217204,PSD,0.972,0.028,0.0,0.971,0.029,0.0
4217253,PDT,0.965,0.035,0.0,0.923,0.077,0.0
4217402,MDB,0.988,0.012,0.0,0.992,0.008,0.0
4217501,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4217600,PSDB,0.99,0.01,0.0,0.959,0.041,0.0
4217709,MDB,0.988,0.012,0.0,0.952,0.037,0.011
4217808,MDB,0.978,0.022,0.0,0.978,0.015,0.007
4217907,REPUBLICANOS,1.0,0.0,0.0,0.968,0.032,0.0
4218004,PSD,0.95,0.048,0.002,0.981,0.016,0.003
4218202,PP,0.997,0.003,0.0,1.0,0.0,0.0
4218301,PSD,0.959,0.041,0.0,0.91,0.09,0.0
4218509,DEM,0.97,0.03,0.0,1.0,0.0,0.0
4218608,MDB,1.0,0.0,0.0,0.929,0.071,0.0
4218707,PP,0.964,0.036,0.0,0.923,0.055,0.022
4218806,PP,1.0,0.0,0.0,0.947,0.0,0.053
4219002,PP,0.988,0.012,0.0,1.0,0.0,0.0
4219101,PSD,1.0,0.0,0.0,0.914,0.086,0.0
4219309,PSD,0.973,0.022,0.005,0.96,0.025,0.015
4219507,PSDB,0.994,0.006,0.0,0.967,0.033,0.0
4219705,MDB,0.966,0.034,0.0,0.933,0.061,0.006
4219853,PP,0.896,0.104,0.0,0.905,0.079,0.016
4300034,PSDB,0.968,0.032,0.0,0.931,0.069,0.0
4300059,MDB,0.92,0.08,0.0,1.0,0.0,0.0
4300109,PL,0.872,0.128,0.0,0.904,0.064,0.032
4300208,MDB,0.974,0.026,0.0,0.923,0.077,0.0
4300307,PDT,1.0,0.0,0.0,0.941,0.059,0.0
4300406,MDB,0.878,0.122,0.0,0.951,0.045,0.004
4300455,MDB,0.955,0.045,0.0,1.0,0.0,0.0
4300471,PP,1.0,0.0,0.0,0.8,0.1,0.1
4300505,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4300570,PSB,1.0,0.0,0.0,1.0,0.0,0.0
4300604,MDB,0.907,0.088,0.005,0.891,0.093,0.016
4300638,PDT,0.946,0.054,0.0,0.88,0.1,0.02
4300646,PP,0.921,0.079,0.0,0.862,0.138,0.0
4300661,PTB,1.0,0.0,0.0,1.0,0.0,0.0
4300703,PSL,1.0,0.0,0.0,1.0,0.0,0.0
4300802,PP,0.967,0.033,0.0,0.979,0.021,0.0
4300851,PL,0.982,0.018,0.0,0.903,0.032,0.065
4300877,PSL,0.927,0.073,0.0,0.946,0.045,0.009
4300901,PSD,1.0,0.0,0.0,1.0,0.0,0.0
4301008,PP,0.986,0.014,0.0,0.964,0.012,0.024
4301057,MDB,0.88,0.12,0.0,0.972,0.014,0.014
4301073,DEM,0.844,0.156,0.0,1.0,0.0,0.0
4301107,PDT,0.913,0.072,0.015,0.966,0.017,0.017
4301206,PP,0.96,0.04,0.0,0.939,0.03,0.031
4301305,PP,0.942,0.043,0.015,0.939,0.02,0.041
4301404,PP,1.0,0.0,0.0,1.0,0.0,0.0
4301503,MDB,0.897,0.103,0.0,0.966,0.0,0.034
4301552,PP,0.688,0.312,0.0,1.0,0.0,0.0
4301602,PTB,0.93,0.07,0.0,0.921,0.062,0.017
4301636,PTB,0.88,0.11,0.01,0.893,0.069,0.038
4301651,PP,1.0,0.0,0.0,1.0,0.0,0.0
4301750,MDB,0.947,0.053,0.0,0.886,0.068,0.046
4301800,MDB,0.925,0.075,0.0,0.963,0.0,0.037
4301859,PT,1.0,0.0,0.0,1.0,0.0,0.0
4301875,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4301909,MDB,0.866,0.134,0.0,0.872,0.077,0.051
4301925,PTB,1.0,0.0,0.0,1.0,0.0,0.0
4301958,PP,1.0,0.0,0.0,1.0,0.0,0.0
4302006,PSB,0.927,0.073,0.0,0.844,0.143,0.013
4302055,CIDADANIA,0.857,0.143,0.0,1.0,0.0,0.0
4302105,PSDB,0.936,0.063,0.001,0.906,0.074,0.02
4302154,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4302204,MDB,0.981,0.019,0.0,0.895,0.105,0.0
4302220,PSL,0.909,0.091,0.0,0.944,0.056,0.0
4302238,PP,1.0,0.0,0.0,0.929,0.071,0.0
4302253,PSDB,1.0,0.0,0.0,0.955,0.0,0.045
4302303,MDB,0.922,0.063,0.015,0.886,0.114,0.0
4302352,PSDB,0.931,0.069,0.0,0.895,0.058,0.047
4302378,PP,1.0,0.0,0.0,1.0,0.0,0.0
4302402,PL,0.924,0.076,0.0,0.962,0.038,0.0
4302451,PL,0.9,0.1,0.0,0.8,0.0,0.2
4302501,PP,1.0,0.0,0.0,0.821,0.071,0.108
4302600,MDB,0.929,0.071,0.0,1.0,0.0,0.0
4302659,PP,0.935,0.065,0.0,1.0,0.0,0.0
4302709,PT,0.924,0.071,0.005,0.974,0.009,0.017
4302808,PDT,0.918,0.082,0.0,0.885,0.109,0.006
4302907,MDB,0.902,0.098,0.0,0.961,0.026,0.013
4303004,PP,0.908,0.089,0.003,0.935,0.05,0.015
4303103,PSB,0.876,0.124,0.0,0.829,0.158,0.013
4303202,PDT,1.0,0.0,0.0,0.977,0.023,0.0
4303301,PP,1.0,0.0,0.0,0.909,0.0,0.091
4303400,PDT,1.0,0.0,0.0,0.923,0.0,0.077
4303509,PSDB,0.933,0.058,0.009,0.975,0.012,0.013
4303608,MDB,0.875,0.125,0.0,0.882,0.118,0.0
4303673,PP,0.981,0.019,0.0,1.0,0.0,0.0
4303707,PSL,0.983,0.017,0.0,1.0,0.0,0.0
4303905,PDT,0.997,0.001,0.002,0.991,0.002,0.007
4304002,PSB,1.0,0.0,0.0,0.8,0.2,0.0
4304101,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4304200,PSB,0.876,0.124,0.0,0.911,0.04,0.049
4304309,MDB,1.0,0.0,0.0,0.965,0.018,0.017
4304358,MDB,0.875,0.104,0.021,0.898,0.102,0.0
4304408,MDB,0.928,0.069,0.003,0.961,0.022,0.017
4304507,MDB,0.865,0.132,0.003,0.968,0.012,0.02
4304614,MDB,0.95,0.05,0.0,0.824,0.176,0.0
4304622,PDT,1.0,0.0,0.0,0.933,0.067,0.0
4304655,PP,1.0,0.0,0.0,0.967,0.033,0.0
4304663,PP,0.87,0.127,0.003,0.814,0.178,0.008
4304671,PDT,0.915,0.085,0.0,1.0,0.0,0.0
4304689,PP,0.984,0.016,0.0,0.848,0.022,0.13
4304697,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
4304705,MDB,0.972,0.024,0.004,0.931,0.027,0.042
4304713,PSDB,0.97,0.03,0.0,0.971,0.029,0.0
4304804,PP,0.974,0.026,0.0,1.0,0.0,0.0
4304903,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4304952,MDB,1.0,0.0,0.0,0.962,0.0,0.038
4305009,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4305124,PP,0.977,0.023,0.0,1.0,0.0,0.0
4305132,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4305157,PP,1.0,0.0,0.0,1.0,0.0,0.0
4305173,PSL,0.944,0.056,0.0,0.934,0.066,0.0
4305207,MDB,0.986,0.014,0.0,0.967,0.016,0.017
4305306,PP,0.989,0.011,0.0,0.898,0.0,0.102
4305355,REPUBLICANOS,0.876,0.124,0.0,0.959,0.041,0.0
4305371,PP,0.897,0.103,0.0,1.0,0.0,0.0
4305405,PP,0.952,0.048,0.0,0.967,0.033,0.0
4305439,DEM,0.944,0.056,0.0,1.0,0.0,0.0
4305447,PSB,0.929,0.048,0.023,0.98,0.0,0.02
4305454,PP,0.792,0.208,0.0,0.844,0.139,0.017
4305587,PP,0.966,0.034,0.0,1.0,0.0,0.0
4305603,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4305702,PP,0.882,0.118,0.0,0.861,0.139,0.0
4305801,PDT,0.974,0.026,0.0,0.915,0.034,0.051
4305835,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4305850,PP,1.0,0.0,0.0,0.947,0.0,0.053
4305871,DEM,0.933,0.067,0.0,0.952,0.048,0.0
4305900,PSB,0.911,0.089,0.0,0.692,0.308,0.0
4305934,MDB,0.923,0.077,0.0,1.0,0.0,0.0
4305959,PP,1.0,0.0,0.0,1.0,0.0,0.0
4305975,PP,0.978,0.022,0.0,0.958,0.0,0.042
4306007,PODE,0.98,0.02,0.0,1.0,0.0,0.0
4306056,PSDB,0.929,0.071,0.0,0.972,0.028,0.0
4306072,PT,1.0,0.0,0.0,1.0,0.0,0.0
4306106,MDB,0.898,0.099,0.003,0.919,0.052,0.029
4306130,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4306205,MDB,0.953,0.047,0.0,0.778,0.222,0.0
4306304,CIDADANIA,1.0,0.0,0.0,1.0,0.0,0.0
4306320,MDB,0.966,0.034,0.0,1.0,0.0,0.0
4306353,PP,0.9,0.1,0.0,1.0,0.0,0.0
4306379,MDB,0.829,0.171,0.0,0.944,0.0,0.056
4306403,PP,0.941,0.059,0.0,0.971,0.02,0.009
4306429,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4306502,PTB,0.83,0.142,0.028,0.848,0.04,0.112
4306601,PP,0.815,0.185,0.0,0.855,0.123,0.022
4306734,PP,1.0,0.0,0.0,0.973,0.027,0.0
4306759,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4306767,PDT,0.956,0.04,0.004,0.955,0.038,0.007
4306809,PSDB,0.99,0.01,0.0,0.973,0.0,0.027
4306908,MDB,0.839,0.161,0.0,0.748,0.218,0.034
4306932,MDB,0.938,0.062,0.0,0.898,0.082,0.02
4306957,MDB,1.0,0.0,0.0,0.889,0.0,0.111
4306973,MDB,0.667,0.333,0.0,1.0,0.0,0.0
4307005,MDB,0.988,0.012,0.0,0.982,0.018,0.0
4307054,PP,0.97,0.03,0.0,0.952,0.048,0.0
4307104,PP,0.76,0.24,0.0,0.837,0.163,0.0
4307203,PTB,1.0,0.0,0.0,1.0,0.0,0.0
4307302,PSDB,1.0,0.0,0.0,1.0,0.0,0.0
4307401,PP,0.976,0.024,0.0,0.962,0.038,0.0
4307450,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4307500,PDT,0.905,0.095,0.0,0.965,0.035,0.0
4307609,PSDB,0.963,0.035,0.002,0.98,0.013,0.007
4307708,PP,0.972,0.028,0.0,0.973,0.022,0.005
4307807,PTB,0.973,0.027,0.0,0.956,0.038,0.006
4307815,MDB,0.931,0.069,0.0,0.957,0.0,0.043
4307831,PP,1.0,0.0,0.0,1.0,0.0,0.0
4307906,PP,0.997,0.003,0.0,1.0,0.0,0.0
4308078,PDT,0.967,0.033,0.0,1.0,0.0,0.0
4308102,PSD,0.972,0.028,0.0,1.0,0.0,0.0
4308201,PP,0.961,0.039,0.0,0.933,0.04,0.027
4308300,PSD,1.0,0.0,0.0,0.962,0.038,0.0
4308409,MDB,0.944,0.056,0.0,0.964,0.036,0.0
4308433,PP,1.0,0.0,0.0,0.88,0.12,0.0
4308458,PP,0.929,0.071,0.0,1.0,0.0,0.0
4308508,MDB,0.99,0.01,0.0,0.894,0.071,0.035
4308607,PP,0.966,0.034,0.0,0.97,0.03,0.0
4308656,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4308706,PDT,0.95,0.05,0.0,0.929,0.0,0.071
4308805,PP,0.929,0.071,0.0,0.875,0.0,0.125
4308854,PDT,1.0,0.0,0.0,1.0,0.0,0.0
4308904,PP,0.967,0.022,0.011,0.976,0.0,0.024
4309001,PP,1.0,0.0,0.0,0.988,0.0,0.012
4309050,PP,0.942,0.058,0.0,0.978,0.022,0.0
4309100,PP,0.971,0.026,0.003,0.927,0.058,0.015
4309126,PSB,0.889,0.111,0.0,1.0,0.0,0.0
4309159,PSB,0.947,0.053,0.0,0.962,0.038,0.0
4309209,MDB,0.911,0.087,0.002,0.918,0.063,0.019
4309308,PDT,0.932,0.067,0.001,0.948,0.033,0.019
4309407,PDT,0.988,0.012,0.0,0.993,0.0,0.007
4309506,MDB,0.982,0.018,0.0,1.0,0.0,0.0
4309555,PTB,0.953,0.047,0.0,1.0,0.0,0.0
4309571,PTB,1.0,0.0,0.0,1.0,0.0,0.0
4309605,PDT,1.0,0.0,0.0,0.989,0.011,0.0
4309654,PP,0.971,0.029,0.0,0.962,0.038,0.0
4309704,MDB,0.952,0.048,0.0,1.0,0.0,0.0
4309753,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4309803,PP,1.0,0.0,0.0,1.0,0.0,0.0
4309902,PTB,0.963,0.037,0.0,0.964,0.036,0.0
4309951,MDB,1.0,0.0,0.0,0.8,0.16,0.04
4310009,REPUBLICANOS,0.938,0.052,0.01,0.915,0.056,0.029
4310108,PP,0.987,0.013,0.0,0.987,0.0,0.013
4310207,PP,0.976,0.024,0.0,0.979,0.018,0.003
4310306,MDB,0.955,0.045,0.0,1.0,0.0,0.0
4310330,MDB,0.908,0.092,0.0,0.974,0.026,0.0
4310363,MDB,1.0,0.0,0.0,0.929,0.071,0.0
4310405,PTB,0.979,0.021,0.0,0.944,0.028,0.028
4310413,PTB,1.0,0.0,0.0,0.882,0.118,0.0
4310439,MDB,0.933,0.067,0.0,0.971,0.0,0.029
4310462,PTB,1.0,0.0,0.0,1.0,0.0,0.0
4310504,PP,0.921,0.079,0.0,0.857,0.143,0.0
4310538,PSB,0.924,0.076,0.0,1.0,0.0,0.0
4310553,PDT,0.947,0.053,0.0,1.0,0.0,0.0
4310579,DEM,1.0,0.0,0.0,1.0,0.0,0.0
4310603,PL,0.843,0.157,0.0,0.923,0.072,0.005
4310652,PP,1.0,0.0,0.0,1.0,0.0,0.0
4310702,PT,1.0,0.0,0.0,1.0,0.0,0.0
4310801,PP,0.992,0.008,0.0,0.964,0.036,0.0
4310850,PP,1.0,0.0,0.0,0.972,0.028,0.0
4310876,PP,0.905,0.095,0.0,0.964,0.036,0.0
4310900,PP,1.0,0.0,0.0,0.923,0.077,0.0
4311007,MDB,0.752,0.248,0.0,0.829,0.144,0.027
4311106,MDB,0.941,0.059,0.0,0.977,0.023,0.0
4311122,PP,1.0,0.0,0.0,0.975,0.0,0.025
4311130,MDB,1.0,0.0,0.0,0.875,0.125,0.0
4311155,PP,0.87,0.13,0.0,0.857,0.071,0.072
4311205,PSDB,0.948,0.052,0.0,0.936,0.043,0.021
4311239,PP,1.0,0.0,0.0,1.0,0.0,0.0
4311254,PDT,0.911,0.089,0.0,0.941,0.02,0.039
4311304,PP,1.0,0.0,0.0,1.0,0.0,0.0
4311403,PP,0.972,0.028,0.0,0.977,0.017,0.006
4311429,PP,1.0,0.0,0.0,0.867,0.133,0.0
4311502,PDT,0.8,0.182,0.018,0.718,0.231,0.051
4311601,PP,1.0,0.0,0.0,0.8,0.2,0.0
4311627,PP,1.0,0.0,0.0,0.985,0.015,0.0
4311700,MDB,1.0,0.0,0.0,0.941,0.029,0.03
4311718,PSDB,0.913,0.087,0.0,0.841,0.114,0.045
4311734,MDB,0.923,0.077,0.0,0.952,0.048,0.0
4311759,PDT,0.9,0.1,0.0,0.793,0.172,0.035
4311775,PDT,0.75,0.25,0.0,0.882,0.0,0.118
4311791,REPUBLICANOS,1.0,0.0,0.0,1.0,0.0,0.0
4311809,MDB,0.952,0.036,0.012,0.977,0.007,0.016
4311908,MDB,1.0,0.0,0.0,0.974,0.0,0.026
4311981,MDB,0.941,0.059,0.0,0.848,0.109,0.043
4312054,PP,1.0,0.0,0.0,1.0,0.0,0.0
4312104,PP,0.938,0.062,0.0,0.941,0.029,0.03
4312138,PP,1.0,0.0,0.0,1.0,0.0,0.0
4312153,PSDB,1.0,0.0,0.0,0.875,0.0,0.125
4312179,MDB,1.0,0.0,0.0,0.938,0.062,0.0
4312203,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4312252,PP,0.95,0.05,0.0,0.939,0.061,0.0
4312302,PT,1.0,0.0,0.0,1.0,0.0,0.0
4312377,PP,0.97,0.03,0.0,1.0,0.0,0.0
4312385,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4312401,PTB,0.937,0.063,0.0,0.962,0.027,0.011
4312427,PP,1.0,0.0,0.0,1.0,0.0,0.0
4312443,PP,1.0,0.0,0.0,1.0,0.0,0.0
4312450,DEM,0.955,0.045,0.0,0.944,0.056,0.0
4312476,PTB,1.0,0.0,0.0,0.947,0.053,0.0
4312500,PP,0.887,0.096,0.017,0.87,0.09,0.04
4312617,DEM,0.933,0.067,0.0,1.0,0.0,0.0
4312658,DEM,0.955,0.045,0.0,0.898,0.102,0.0
4312708,PP,0.964,0.024,0.012,1.0,0.0,0.0
4312757,PP,1.0,0.0,0.0,1.0,0.0,0.0
4312906,PP,1.0,0.0,0.0,0.966,0.034,0.0
4312955,MDB,1.0,0.0,0.0,1.0,0.0,0.0
4313011,PDT,0.972,0.028,0.0,1.0,0.0,0.0
4313037,PDT,1.0,0.0,0.0,0.9,0.1,0.0
